step,event,from_label,to_label,fund,return_percent,amount_ars,app_fee_ars,head_paid_to_date,head_remaining,app_fee_cumulative,platform_float,open_obligation_total,notes
306,split,Investment88,Investment66,Balanced Growth,15,63000,0,115000.00,0.00,880000.00,90000.00,2659000.00,"Waterfall split 63000 ARS from Investment88 → Investment66 (115000/115000)"
307,payout_closed,Investment88,Investment66,Balanced Growth,15,115000,0,115000.00,0.00,880000.00,90000.00,2659000.00,"Payout closed for Investment66: 115000 ARS (15%) funded via marketplace splits"
308,split,Investment88,Investment67,Growth Partners,25,27000,0,27000.00,98000.00,880000.00,90000.00,2632000.00,"Waterfall split 27000 ARS from Investment88 → Investment67 (27000/125000)"
309,subscription,Investment89,platform,Stable Yield,10,100000,10000,0.00,110000.00,890000.00,90000.00,2742000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
310,split,Investment89,Investment67,Growth Partners,25,90000,0,117000.00,8000.00,890000.00,90000.00,2652000.00,"Waterfall split 90000 ARS from Investment89 → Investment67 (117000/125000)"
311,subscription,Investment90,platform,Balanced Growth,15,100000,10000,0.00,115000.00,900000.00,90000.00,2767000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
312,split,Investment90,Investment67,Growth Partners,25,8000,0,125000.00,0.00,900000.00,90000.00,2759000.00,"Waterfall split 8000 ARS from Investment90 → Investment67 (125000/125000)"
313,payout_closed,Investment90,Investment67,Growth Partners,25,125000,0,125000.00,0.00,900000.00,90000.00,2759000.00,"Payout closed for Investment67: 125000 ARS (25%) funded via marketplace splits"
314,split,Investment90,Investment68,Stable Yield,10,82000,0,82000.00,28000.00,900000.00,90000.00,2677000.00,"Waterfall split 82000 ARS from Investment90 → Investment68 (82000/110000)"
315,subscription,Investment91,platform,Capital Shield,6,100000,10000,0.00,106000.00,910000.00,90000.00,2783000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
316,split,Investment91,Investment68,Stable Yield,10,28000,0,110000.00,0.00,910000.00,90000.00,2755000.00,"Waterfall split 28000 ARS from Investment91 → Investment68 (110000/110000)"
317,payout_closed,Investment91,Investment68,Stable Yield,10,110000,0,110000.00,0.00,910000.00,90000.00,2755000.00,"Payout closed for Investment68: 110000 ARS (10%) funded via marketplace splits"
318,split,Investment91,Investment69,Growth Partners,25,62000,0,62000.00,63000.00,910000.00,90000.00,2693000.00,"Waterfall split 62000 ARS from Investment91 → Investment69 (62000/125000)"
319,subscription,Investment92,platform,Balanced Growth,15,100000,10000,0.00,115000.00,920000.00,90000.00,2808000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
320,split,Investment92,Investment69,Growth Partners,25,63000,0,125000.00,0.00,920000.00,90000.00,2745000.00,"Waterfall split 63000 ARS from Investment92 → Investment69 (125000/125000)"
321,payout_closed,Investment92,Investment69,Growth Partners,25,125000,0,125000.00,0.00,920000.00,90000.00,2745000.00,"Payout closed for Investment69: 125000 ARS (25%) funded via marketplace splits"
322,split,Investment92,Investment70,Growth Partners,25,27000,0,27000.00,98000.00,920000.00,90000.00,2718000.00,"Waterfall split 27000 ARS from Investment92 → Investment70 (27000/125000)"
323,subscription,Investment93,platform,Capital Shield,6,100000,10000,0.00,106000.00,930000.00,90000.00,2824000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
324,split,Investment93,Investment70,Growth Partners,25,90000,0,117000.00,8000.00,930000.00,90000.00,2734000.00,"Waterfall split 90000 ARS from Investment93 → Investment70 (117000/125000)"
325,subscription,Investment94,platform,Stable Yield,10,100000,10000,0.00,110000.00,940000.00,90000.00,2844000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
326,split,Investment94,Investment70,Growth Partners,25,8000,0,125000.00,0.00,940000.00,90000.00,2836000.00,"Waterfall split 8000 ARS from Investment94 → Investment70 (125000/125000)"
327,payout_closed,Investment94,Investment70,Growth Partners,25,125000,0,125000.00,0.00,940000.00,90000.00,2836000.00,"Payout closed for Investment70: 125000 ARS (25%) funded via marketplace splits"
328,split,Investment94,Investment71,Balanced Growth,15,82000,0,82000.00,33000.00,940000.00,90000.00,2754000.00,"Waterfall split 82000 ARS from Investment94 → Investment71 (82000/115000)"
329,subscription,Investment95,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,950000.00,90000.00,2894000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
330,split,Investment95,Investment71,Balanced Growth,15,33000,0,115000.00,0.00,950000.00,90000.00,2861000.00,"Waterfall split 33000 ARS from Investment95 → Investment71 (115000/115000)"
331,payout_closed,Investment95,Investment71,Balanced Growth,15,115000,0,115000.00,0.00,950000.00,90000.00,2861000.00,"Payout closed for Investment71: 115000 ARS (15%) funded via marketplace splits"
332,split,Investment95,Investment72,Balanced Growth,15,57000,0,57000.00,58000.00,950000.00,90000.00,2804000.00,"Waterfall split 57000 ARS from Investment95 → Investment72 (57000/115000)"
333,subscription,Investment96,platform,Capital Shield,6,100000,10000,0.00,106000.00,960000.00,90000.00,2910000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
334,split,Investment96,Investment72,Balanced Growth,15,58000,0,115000.00,0.00,960000.00,90000.00,2852000.00,"Waterfall split 58000 ARS from Investment96 → Investment72 (115000/115000)"
335,payout_closed,Investment96,Investment72,Balanced Growth,15,115000,0,115000.00,0.00,960000.00,90000.00,2852000.00,"Payout closed for Investment72: 115000 ARS (15%) funded via marketplace splits"
336,split,Investment96,Investment73,Growth Partners,25,32000,0,32000.00,93000.00,960000.00,90000.00,2820000.00,"Waterfall split 32000 ARS from Investment96 → Investment73 (32000/125000)"
337,subscription,Investment97,platform,Capital Shield,6,100000,10000,0.00,106000.00,970000.00,90000.00,2926000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
338,split,Investment97,Investment73,Growth Partners,25,90000,0,122000.00,3000.00,970000.00,90000.00,2836000.00,"Waterfall split 90000 ARS from Investment97 → Investment73 (122000/125000)"
339,subscription,Investment98,platform,Growth Partners,25,100000,10000,0.00,125000.00,980000.00,90000.00,2961000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 125000"
340,split,Investment98,Investment73,Growth Partners,25,3000,0,125000.00,0.00,980000.00,90000.00,2958000.00,"Waterfall split 3000 ARS from Investment98 → Investment73 (125000/125000)"
341,payout_closed,Investment98,Investment73,Growth Partners,25,125000,0,125000.00,0.00,980000.00,90000.00,2958000.00,"Payout closed for Investment73: 125000 ARS (25%) funded via marketplace splits"
342,split,Investment98,Investment74,Capital Shield,6,87000,0,87000.00,19000.00,980000.00,90000.00,2871000.00,"Waterfall split 87000 ARS from Investment98 → Investment74 (87000/106000)"
343,subscription,Investment99,platform,Stable Yield,10,100000,10000,0.00,110000.00,990000.00,90000.00,2981000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
344,split,Investment99,Investment74,Capital Shield,6,19000,0,106000.00,0.00,990000.00,90000.00,2962000.00,"Waterfall split 19000 ARS from Investment99 → Investment74 (106000/106000)"
345,payout_closed,Investment99,Investment74,Capital Shield,6,106000,0,106000.00,0.00,990000.00,90000.00,2962000.00,"Payout closed for Investment74: 106000 ARS (6%) funded via marketplace splits"
346,split,Investment99,Investment75,Balanced Growth,15,71000,0,71000.00,44000.00,990000.00,90000.00,2891000.00,"Waterfall split 71000 ARS from Investment99 → Investment75 (71000/115000)"
347,subscription,Investment100,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1000000.00,90000.00,3006000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
348,split,Investment100,Investment75,Balanced Growth,15,44000,0,115000.00,0.00,1000000.00,90000.00,2962000.00,"Waterfall split 44000 ARS from Investment100 → Investment75 (115000/115000)"
349,payout_closed,Investment100,Investment75,Balanced Growth,15,115000,0,115000.00,0.00,1000000.00,90000.00,2962000.00,"Payout closed for Investment75: 115000 ARS (15%) funded via marketplace splits"
350,split,Investment100,Investment76,Capital Shield,6,46000,0,46000.00,60000.00,1000000.00,90000.00,2916000.00,"Waterfall split 46000 ARS from Investment100 → Investment76 (46000/106000)"
351,subscription,Investment101,platform,Capital Shield,6,100000,10000,0.00,106000.00,1010000.00,90000.00,3022000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
352,split,Investment101,Investment76,Capital Shield,6,60000,0,106000.00,0.00,1010000.00,90000.00,2962000.00,"Waterfall split 60000 ARS from Investment101 → Investment76 (106000/106000)"
353,payout_closed,Investment101,Investment76,Capital Shield,6,106000,0,106000.00,0.00,1010000.00,90000.00,2962000.00,"Payout closed for Investment76: 106000 ARS (6%) funded via marketplace splits"
354,split,Investment101,Investment77,Aggressive Alpha,40,30000,0,30000.00,110000.00,1010000.00,90000.00,2932000.00,"Waterfall split 30000 ARS from Investment101 → Investment77 (30000/140000)"
355,subscription,Investment102,platform,Growth Partners,25,100000,10000,0.00,125000.00,1020000.00,90000.00,3057000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 125000"
356,split,Investment102,Investment77,Aggressive Alpha,40,90000,0,120000.00,20000.00,1020000.00,90000.00,2967000.00,"Waterfall split 90000 ARS from Investment102 → Investment77 (120000/140000)"
357,subscription,Investment103,platform,Capital Shield,6,100000,10000,0.00,106000.00,1030000.00,90000.00,3073000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
358,split,Investment103,Investment77,Aggressive Alpha,40,20000,0,140000.00,0.00,1030000.00,90000.00,3053000.00,"Waterfall split 20000 ARS from Investment103 → Investment77 (140000/140000)"
359,payout_closed,Investment103,Investment77,Aggressive Alpha,40,140000,0,140000.00,0.00,1030000.00,90000.00,3053000.00,"Payout closed for Investment77: 140000 ARS (40%) funded via marketplace splits"
360,split,Investment103,Investment78,Growth Partners,25,70000,0,70000.00,55000.00,1030000.00,90000.00,2983000.00,"Waterfall split 70000 ARS from Investment103 → Investment78 (70000/125000)"
361,subscription,Investment104,platform,Growth Partners,25,100000,10000,0.00,125000.00,1040000.00,90000.00,3108000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 125000"
362,split,Investment104,Investment78,Growth Partners,25,55000,0,125000.00,0.00,1040000.00,90000.00,3053000.00,"Waterfall split 55000 ARS from Investment104 → Investment78 (125000/125000)"
363,payout_closed,Investment104,Investment78,Growth Partners,25,125000,0,125000.00,0.00,1040000.00,90000.00,3053000.00,"Payout closed for Investment78: 125000 ARS (25%) funded via marketplace splits"
364,split,Investment104,Investment79,Growth Partners,25,35000,0,35000.00,90000.00,1040000.00,90000.00,3018000.00,"Waterfall split 35000 ARS from Investment104 → Investment79 (35000/125000)"
365,subscription,Investment105,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1050000.00,90000.00,3133000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
366,split,Investment105,Investment79,Growth Partners,25,90000,0,125000.00,0.00,1050000.00,90000.00,3043000.00,"Waterfall split 90000 ARS from Investment105 → Investment79 (125000/125000)"
367,payout_closed,Investment105,Investment79,Growth Partners,25,125000,0,125000.00,0.00,1050000.00,90000.00,3043000.00,"Payout closed for Investment79: 125000 ARS (25%) funded via marketplace splits"
368,subscription,Investment106,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1060000.00,90000.00,3158000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
369,split,Investment106,Investment80,Growth Partners,25,90000,0,90000.00,35000.00,1060000.00,90000.00,3068000.00,"Waterfall split 90000 ARS from Investment106 → Investment80 (90000/125000)"
370,subscription,Investment107,platform,Growth Partners,25,100000,10000,0.00,125000.00,1070000.00,90000.00,3193000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 125000"
371,split,Investment107,Investment80,Growth Partners,25,35000,0,125000.00,0.00,1070000.00,90000.00,3158000.00,"Waterfall split 35000 ARS from Investment107 → Investment80 (125000/125000)"
372,payout_closed,Investment107,Investment80,Growth Partners,25,125000,0,125000.00,0.00,1070000.00,90000.00,3158000.00,"Payout closed for Investment80: 125000 ARS (25%) funded via marketplace splits"
373,split,Investment107,Investment81,Aggressive Alpha,40,55000,0,55000.00,85000.00,1070000.00,90000.00,3103000.00,"Waterfall split 55000 ARS from Investment107 → Investment81 (55000/140000)"
374,subscription,Investment108,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1080000.00,90000.00,3218000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
375,split,Investment108,Investment81,Aggressive Alpha,40,85000,0,140000.00,0.00,1080000.00,90000.00,3133000.00,"Waterfall split 85000 ARS from Investment108 → Investment81 (140000/140000)"
376,payout_closed,Investment108,Investment81,Aggressive Alpha,40,140000,0,140000.00,0.00,1080000.00,90000.00,3133000.00,"Payout closed for Investment81: 140000 ARS (40%) funded via marketplace splits"
377,split,Investment108,Investment82,Stable Yield,10,5000,0,5000.00,105000.00,1080000.00,90000.00,3128000.00,"Waterfall split 5000 ARS from Investment108 → Investment82 (5000/110000)"
378,subscription,Investment109,platform,Growth Partners,25,100000,10000,0.00,125000.00,1090000.00,90000.00,3253000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 125000"
379,split,Investment109,Investment82,Stable Yield,10,90000,0,95000.00,15000.00,1090000.00,90000.00,3163000.00,"Waterfall split 90000 ARS from Investment109 → Investment82 (95000/110000)"
380,subscription,Investment110,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1100000.00,90000.00,3303000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
381,split,Investment110,Investment82,Stable Yield,10,15000,0,110000.00,0.00,1100000.00,90000.00,3288000.00,"Waterfall split 15000 ARS from Investment110 → Investment82 (110000/110000)"
382,payout_closed,Investment110,Investment82,Stable Yield,10,110000,0,110000.00,0.00,1100000.00,90000.00,3288000.00,"Payout closed for Investment82: 110000 ARS (10%) funded via marketplace splits"
383,split,Investment110,Investment83,Capital Shield,6,75000,0,75000.00,31000.00,1100000.00,90000.00,3213000.00,"Waterfall split 75000 ARS from Investment110 → Investment83 (75000/106000)"
384,subscription,Investment111,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1110000.00,90000.00,3353000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
385,split,Investment111,Investment83,Capital Shield,6,31000,0,106000.00,0.00,1110000.00,90000.00,3322000.00,"Waterfall split 31000 ARS from Investment111 → Investment83 (106000/106000)"
386,payout_closed,Investment111,Investment83,Capital Shield,6,106000,0,106000.00,0.00,1110000.00,90000.00,3322000.00,"Payout closed for Investment83: 106000 ARS (6%) funded via marketplace splits"
387,split,Investment111,Investment84,Growth Partners,25,59000,0,59000.00,66000.00,1110000.00,90000.00,3263000.00,"Waterfall split 59000 ARS from Investment111 → Investment84 (59000/125000)"
388,subscription,Investment112,platform,Capital Shield,6,100000,10000,0.00,106000.00,1120000.00,90000.00,3369000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
389,split,Investment112,Investment84,Growth Partners,25,66000,0,125000.00,0.00,1120000.00,90000.00,3303000.00,"Waterfall split 66000 ARS from Investment112 → Investment84 (125000/125000)"
390,payout_closed,Investment112,Investment84,Growth Partners,25,125000,0,125000.00,0.00,1120000.00,90000.00,3303000.00,"Payout closed for Investment84: 125000 ARS (25%) funded via marketplace splits"
391,split,Investment112,Investment85,Growth Partners,25,24000,0,24000.00,101000.00,1120000.00,90000.00,3279000.00,"Waterfall split 24000 ARS from Investment112 → Investment85 (24000/125000)"
392,subscription,Investment113,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1130000.00,90000.00,3419000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
393,split,Investment113,Investment85,Growth Partners,25,90000,0,114000.00,11000.00,1130000.00,90000.00,3329000.00,"Waterfall split 90000 ARS from Investment113 → Investment85 (114000/125000)"
394,subscription,Investment114,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1140000.00,90000.00,3444000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
395,split,Investment114,Investment85,Growth Partners,25,11000,0,125000.00,0.00,1140000.00,90000.00,3433000.00,"Waterfall split 11000 ARS from Investment114 → Investment85 (125000/125000)"
396,payout_closed,Investment114,Investment85,Growth Partners,25,125000,0,125000.00,0.00,1140000.00,90000.00,3433000.00,"Payout closed for Investment85: 125000 ARS (25%) funded via marketplace splits"
397,split,Investment114,Investment86,Growth Partners,25,79000,0,79000.00,46000.00,1140000.00,90000.00,3354000.00,"Waterfall split 79000 ARS from Investment114 → Investment86 (79000/125000)"
398,subscription,Investment115,platform,Capital Shield,6,100000,10000,0.00,106000.00,1150000.00,90000.00,3460000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
399,split,Investment115,Investment86,Growth Partners,25,46000,0,125000.00,0.00,1150000.00,90000.00,3414000.00,"Waterfall split 46000 ARS from Investment115 → Investment86 (125000/125000)"
400,payout_closed,Investment115,Investment86,Growth Partners,25,125000,0,125000.00,0.00,1150000.00,90000.00,3414000.00,"Payout closed for Investment86: 125000 ARS (25%) funded via marketplace splits"
401,split,Investment115,Investment87,Capital Shield,6,44000,0,44000.00,62000.00,1150000.00,90000.00,3370000.00,"Waterfall split 44000 ARS from Investment115 → Investment87 (44000/106000)"
402,subscription,Investment116,platform,Growth Partners,25,100000,10000,0.00,125000.00,1160000.00,90000.00,3495000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 125000"
403,split,Investment116,Investment87,Capital Shield,6,62000,0,106000.00,0.00,1160000.00,90000.00,3433000.00,"Waterfall split 62000 ARS from Investment116 → Investment87 (106000/106000)"
404,payout_closed,Investment116,Investment87,Capital Shield,6,106000,0,106000.00,0.00,1160000.00,90000.00,3433000.00,"Payout closed for Investment87: 106000 ARS (6%) funded via marketplace splits"
405,split,Investment116,Investment88,Aggressive Alpha,40,28000,0,28000.00,112000.00,1160000.00,90000.00,3405000.00,"Waterfall split 28000 ARS from Investment116 → Investment88 (28000/140000)"
406,subscription,Investment117,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1170000.00,90000.00,3545000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
407,split,Investment117,Investment88,Aggressive Alpha,40,90000,0,118000.00,22000.00,1170000.00,90000.00,3455000.00,"Waterfall split 90000 ARS from Investment117 → Investment88 (118000/140000)"
408,subscription,Investment118,platform,Growth Partners,25,100000,10000,0.00,125000.00,1180000.00,90000.00,3580000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 125000"
409,split,Investment118,Investment88,Aggressive Alpha,40,22000,0,140000.00,0.00,1180000.00,90000.00,3558000.00,"Waterfall split 22000 ARS from Investment118 → Investment88 (140000/140000)"
410,payout_closed,Investment118,Investment88,Aggressive Alpha,40,140000,0,140000.00,0.00,1180000.00,90000.00,3558000.00,"Payout closed for Investment88: 140000 ARS (40%) funded via marketplace splits"
411,split,Investment118,Investment89,Stable Yield,10,68000,0,68000.00,42000.00,1180000.00,90000.00,3490000.00,"Waterfall split 68000 ARS from Investment118 → Investment89 (68000/110000)"
412,subscription,Investment119,platform,Capital Shield,6,100000,10000,0.00,106000.00,1190000.00,90000.00,3596000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
413,split,Investment119,Investment89,Stable Yield,10,42000,0,110000.00,0.00,1190000.00,90000.00,3554000.00,"Waterfall split 42000 ARS from Investment119 → Investment89 (110000/110000)"
414,payout_closed,Investment119,Investment89,Stable Yield,10,110000,0,110000.00,0.00,1190000.00,90000.00,3554000.00,"Payout closed for Investment89: 110000 ARS (10%) funded via marketplace splits"
415,split,Investment119,Investment90,Balanced Growth,15,48000,0,48000.00,67000.00,1190000.00,90000.00,3506000.00,"Waterfall split 48000 ARS from Investment119 → Investment90 (48000/115000)"
416,subscription,Investment120,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1200000.00,90000.00,3621000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
417,split,Investment120,Investment90,Balanced Growth,15,67000,0,115000.00,0.00,1200000.00,90000.00,3554000.00,"Waterfall split 67000 ARS from Investment120 → Investment90 (115000/115000)"
418,payout_closed,Investment120,Investment90,Balanced Growth,15,115000,0,115000.00,0.00,1200000.00,90000.00,3554000.00,"Payout closed for Investment90: 115000 ARS (15%) funded via marketplace splits"
419,split,Investment120,Investment91,Capital Shield,6,23000,0,23000.00,83000.00,1200000.00,90000.00,3531000.00,"Waterfall split 23000 ARS from Investment120 → Investment91 (23000/106000)"
420,subscription,Investment121,platform,Stable Yield,10,100000,10000,0.00,110000.00,1210000.00,90000.00,3641000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
421,split,Investment121,Investment91,Capital Shield,6,83000,0,106000.00,0.00,1210000.00,90000.00,3558000.00,"Waterfall split 83000 ARS from Investment121 → Investment91 (106000/106000)"
422,payout_closed,Investment121,Investment91,Capital Shield,6,106000,0,106000.00,0.00,1210000.00,90000.00,3558000.00,"Payout closed for Investment91: 106000 ARS (6%) funded via marketplace splits"
423,split,Investment121,Investment92,Balanced Growth,15,7000,0,7000.00,108000.00,1210000.00,90000.00,3551000.00,"Waterfall split 7000 ARS from Investment121 → Investment92 (7000/115000)"
424,subscription,Investment122,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1220000.00,90000.00,3691000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
425,split,Investment122,Investment92,Balanced Growth,15,90000,0,97000.00,18000.00,1220000.00,90000.00,3601000.00,"Waterfall split 90000 ARS from Investment122 → Investment92 (97000/115000)"
426,subscription,Investment123,platform,Stable Yield,10,100000,10000,0.00,110000.00,1230000.00,90000.00,3711000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
427,split,Investment123,Investment92,Balanced Growth,15,18000,0,115000.00,0.00,1230000.00,90000.00,3693000.00,"Waterfall split 18000 ARS from Investment123 → Investment92 (115000/115000)"
428,payout_closed,Investment123,Investment92,Balanced Growth,15,115000,0,115000.00,0.00,1230000.00,90000.00,3693000.00,"Payout closed for Investment92: 115000 ARS (15%) funded via marketplace splits"
429,split,Investment123,Investment93,Capital Shield,6,72000,0,72000.00,34000.00,1230000.00,90000.00,3621000.00,"Waterfall split 72000 ARS from Investment123 → Investment93 (72000/106000)"
430,subscription,Investment124,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1240000.00,90000.00,3736000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
431,split,Investment124,Investment93,Capital Shield,6,34000,0,106000.00,0.00,1240000.00,90000.00,3702000.00,"Waterfall split 34000 ARS from Investment124 → Investment93 (106000/106000)"
432,payout_closed,Investment124,Investment93,Capital Shield,6,106000,0,106000.00,0.00,1240000.00,90000.00,3702000.00,"Payout closed for Investment93: 106000 ARS (6%) funded via marketplace splits"
433,split,Investment124,Investment94,Stable Yield,10,56000,0,56000.00,54000.00,1240000.00,90000.00,3646000.00,"Waterfall split 56000 ARS from Investment124 → Investment94 (56000/110000)"
434,subscription,Investment125,platform,Stable Yield,10,100000,10000,0.00,110000.00,1250000.00,90000.00,3756000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
435,split,Investment125,Investment94,Stable Yield,10,54000,0,110000.00,0.00,1250000.00,90000.00,3702000.00,"Waterfall split 54000 ARS from Investment125 → Investment94 (110000/110000)"
436,payout_closed,Investment125,Investment94,Stable Yield,10,110000,0,110000.00,0.00,1250000.00,90000.00,3702000.00,"Payout closed for Investment94: 110000 ARS (10%) funded via marketplace splits"
437,split,Investment125,Investment95,Aggressive Alpha,40,36000,0,36000.00,104000.00,1250000.00,90000.00,3666000.00,"Waterfall split 36000 ARS from Investment125 → Investment95 (36000/140000)"
438,subscription,Investment126,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1260000.00,90000.00,3781000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
439,split,Investment126,Investment95,Aggressive Alpha,40,90000,0,126000.00,14000.00,1260000.00,90000.00,3691000.00,"Waterfall split 90000 ARS from Investment126 → Investment95 (126000/140000)"
440,subscription,Investment127,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1270000.00,90000.00,3831000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
441,split,Investment127,Investment95,Aggressive Alpha,40,14000,0,140000.00,0.00,1270000.00,90000.00,3817000.00,"Waterfall split 14000 ARS from Investment127 → Investment95 (140000/140000)"
442,payout_closed,Investment127,Investment95,Aggressive Alpha,40,140000,0,140000.00,0.00,1270000.00,90000.00,3817000.00,"Payout closed for Investment95: 140000 ARS (40%) funded via marketplace splits"
443,split,Investment127,Investment96,Capital Shield,6,76000,0,76000.00,30000.00,1270000.00,90000.00,3741000.00,"Waterfall split 76000 ARS from Investment127 → Investment96 (76000/106000)"
444,subscription,Investment128,platform,Stable Yield,10,100000,10000,0.00,110000.00,1280000.00,90000.00,3851000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
445,split,Investment128,Investment96,Capital Shield,6,30000,0,106000.00,0.00,1280000.00,90000.00,3821000.00,"Waterfall split 30000 ARS from Investment128 → Investment96 (106000/106000)"
446,payout_closed,Investment128,Investment96,Capital Shield,6,106000,0,106000.00,0.00,1280000.00,90000.00,3821000.00,"Payout closed for Investment96: 106000 ARS (6%) funded via marketplace splits"
447,split,Investment128,Investment97,Capital Shield,6,60000,0,60000.00,46000.00,1280000.00,90000.00,3761000.00,"Waterfall split 60000 ARS from Investment128 → Investment97 (60000/106000)"
448,subscription,Investment129,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1290000.00,90000.00,3901000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
449,split,Investment129,Investment97,Capital Shield,6,46000,0,106000.00,0.00,1290000.00,90000.00,3855000.00,"Waterfall split 46000 ARS from Investment129 → Investment97 (106000/106000)"
450,payout_closed,Investment129,Investment97,Capital Shield,6,106000,0,106000.00,0.00,1290000.00,90000.00,3855000.00,"Payout closed for Investment97: 106000 ARS (6%) funded via marketplace splits"
451,split,Investment129,Investment98,Growth Partners,25,44000,0,44000.00,81000.00,1290000.00,90000.00,3811000.00,"Waterfall split 44000 ARS from Investment129 → Investment98 (44000/125000)"
452,subscription,Investment130,platform,Stable Yield,10,100000,10000,0.00,110000.00,1300000.00,90000.00,3921000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
453,split,Investment130,Investment98,Growth Partners,25,81000,0,125000.00,0.00,1300000.00,90000.00,3840000.00,"Waterfall split 81000 ARS from Investment130 → Investment98 (125000/125000)"
454,payout_closed,Investment130,Investment98,Growth Partners,25,125000,0,125000.00,0.00,1300000.00,90000.00,3840000.00,"Payout closed for Investment98: 125000 ARS (25%) funded via marketplace splits"
455,split,Investment130,Investment99,Stable Yield,10,9000,0,9000.00,101000.00,1300000.00,90000.00,3831000.00,"Waterfall split 9000 ARS from Investment130 → Investment99 (9000/110000)"
456,subscription,Investment131,platform,Growth Partners,25,100000,10000,0.00,125000.00,1310000.00,90000.00,3956000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 125000"
